,ProductName,Platform,ListPrice,MSProduct,Multiplayer,Rating,RatingSystem,ReleaseDate,MSStoreLink
0,A Plague Tale: Innocence,Xbox One,49.99,false,false,Mature 17+,ESRB,2019-05-14,https://www.microsoft.com/en-us/store/p/a-plague-tale-innocence/BQ2NNLQPS8RS
1,A Plague Tale: Innocence - Windows 10,PC,44.99,false,false,Mature 17+,ESRB,2020-01-23,https://www.microsoft.com/en-us/store/p/a-plague-tale-innocence---windows-10/9ND0CG3LM22K
2,Absolver,Xbox One,29.99,false,true,Everyone,ESRB,2019-01-07,https://www.microsoft.com/en-us/store/p/absolver/C3XCXTFS6FFQ
3,ACE COMBAT™ 7: SKIES UNKNOWN,Xbox One,59.99,false,true,Teen,ESRB,2019-01-18,https://www.xbox.com/en-us/games/ace-combat-7-skies-unknown
4,Afterparty,Xbox One,19.99,false,false,Mature 17+,ESRB,2019-10-29,https://www.microsoft.com/en-us/store/p/afterparty/9PC5VBPLHWNV
5,Age of Empires Definitive Edition,PC,19.99,true,true,Teen,ESRB,2019-08-19,https://www.microsoft.com/en-us/store/p/age-of-empires-definitive-edition/9NJWTJSVGVLJ
6,Age of Empires II: Definitive Edition,PC,19.99,true,true,Teen,ESRB,2019-11-14,https://www.microsoft.com/en-us/store/p/age-of-empires-ii-definitive-edition/9NJDD0JGPP2Q
7,Age of Empires III: Definitive Edition,PC,19.99,true,true,Teen,ESRB,2020-10-15,https://www.microsoft.com/en-us/store/p/age-of-empires-iii-definitive-edition/9N1HF804QXN4
8,Age of Wonders: Planetfall,Xbox One,49.99,false,true,Teen,ESRB,2019-08-06,https://www.microsoft.com/en-us/store/p/age-of-wonders-planetfall/BPTKRR85P0JW
9,Age of Wonders: Planetfall,PC,49.99,false,true,Teen,ESRB,2019-12-11,https://www.microsoft.com/en-us/store/p/age-of-wonders-planetfall/9MZ2B3W86SCK
10,Alan Wake,PC,12.49,false,false,Teen,ESRB,2020-05-21,https://www.microsoft.com/en-us/store/p/alan-wake/9NKV44QF1R68
11,Alan Wake,Xbox One,19.99,true,false,Teen,ESRB,2010-05-18,https://www.microsoft.com/en-us/store/p/alan-wake/C493V31WXV80
12,Alien: Isolation,Xbox One,29.99,false,false,Mature 17+,ESRB,2014-10-07,https://www.microsoft.com/en-us/store/p/alien-isolation/C1H9V6SLK2K5
13,Alien: Isolation,PC,39.99,false,false,Mature 17+,ESRB,2020-04-09,https://www.microsoft.com/en-us/store/p/alien-isolation/9NSRJ872SGH7
14,Alvastia Chronicles,Both,14.99,false,false,Everyone 10+,ESRB,2019-01-18,https://www.microsoft.com/en-us/store/p/alvastia-chronicles/9MVJGBNNFPPS
15,Ape Out,PC,14.99,false,false,Teen,ESRB,2019-08-22,https://www.microsoft.com/en-us/store/p/ape-out/9NR6DZ9F76P8
16,ARK: Survival Evolved,PC,49.99,false,true,Teen,ESRB,2017-12-19,https://www.microsoft.com/en-us/store/p/ark-survival-evolved/9NBLGGH52XC6
17,ARK: Survival Evolved,Xbox One,49.99,false,true,Teen,ESRB,2017-08-29,https://www.microsoft.com/en-us/store/p/ark-survival-evolved/BNBLC4ZGFNKB
18,Astrologaster,PC,9.99,false,false,Teen,ESRB,2020-03-26,https://www.microsoft.com/en-us/store/p/astrologaster/9NFT0CMC62DX
19,ASTRONEER,Both,29.99,false,false,Everyone,ESRB,2019-02-06,https://www.microsoft.com/en-us/store/p/astroneer/9NBLGGH43KZB
20,Bad North: Jotunn Edition,Xbox One,14.99,false,false,Teen,ESRB,2018-08-28,https://www.microsoft.com/en-us/store/p/bad-north-jotunn-edition/BR47R4J78FH8
21,Bad North: Jotunn Edition,PC,14.99,false,false,Teen,ESRB,2019-09-26,https://www.microsoft.com/en-us/store/p/bad-north-jotunn-edition/9N4T8VCMQVDT
22,Banjo Kazooie: N n B,Xbox One,14.99,true,false,Everyone 10+,ESRB,2010-08-03,https://www.microsoft.com/en-us/store/p/banjo-kazooie-n-n-b/BVR64CDJ01FJ
23,Banjo-Kazooie,Xbox One,14.99,true,false,Everyone,ESRB,2010-01-11,https://www.microsoft.com/en-us/store/p/banjo-kazooie/BSJG7TTSWVJ2
24,Banjo-Tooie,Xbox One,14.99,true,false,Everyone,ESRB,2010-06-23,https://www.microsoft.com/en-us/store/p/banjo-tooie/BX27S00SKW1V
25,Batman™: Arkham Knight,Xbox One,19.99,false,false,Mature 17+,ESRB,2015-06-23,https://www.microsoft.com/en-us/store/p/batman-arkham-knight/BSLX1RNXR6H7
26,Battle Chasers: Nightwar,Xbox One,29.99,false,false,Teen,ESRB,2017-10-03,https://www.microsoft.com/en-us/store/p/battle-chasers-nightwar/BNVPW9NHWNM5
27,Battle Chasers: Nightwar,PC,29.99,false,false,Teen,ESRB,2019-06-09,https://www.microsoft.com/en-us/store/p/battle-chasers-nightwar/9NT8XR7D5L00
28,Battlefleet Gothic: Armada 2 - Windows 10,PC,29.99,false,false,Mature 17+,ESRB,2020-06-11,https://www.microsoft.com/en-us/store/p/battlefleet-gothic-armada-2---windows-10/9NGWKW55M85P
29,BATTLETECH,PC,39.99,false,true,Teen,ESRB,2020-06-11,https://www.microsoft.com/en-us/store/p/battletech/9NQVDQS2BC10
30,Battletoads,Both,19.99,true,false,Everyone 10+,ESRB,2020-08-20,https://www.microsoft.com/en-us/store/p/battletoads/9N7GCF5SGCXC
31,Blair Witch,Both,29.99,false,false,Mature 17+,ESRB,2019-08-30,https://www.microsoft.com/en-us/store/p/blair-witch/9NG7LG421V0Q
32,Bleeding Edge,Both,29.99,true,true,Teen,ESRB,2020-03-24,https://www.microsoft.com/en-us/store/p/bleeding-edge/9NX6XGVJ0J3D
33,Bloodstained: Ritual of the Night,Xbox One,39.99,false,false,Teen,ESRB,2019-06-18,https://www.microsoft.com/en-us/store/p/bloodstained-ritual-of-the-night/9P9K78101LCW
34,Bloodstained: Ritual of the Night,PC,39.99,false,false,Teen,ESRB,2019-09-19,https://www.microsoft.com/en-us/store/p/bloodstained-ritual-of-the-night/9MWB2BFF0SPD
35,Bridge Constructor Portal,Xbox One,14.99,false,false,Everyone,ESRB,2018-02-28,https://www.microsoft.com/en-us/store/p/bridge-constructor-portal/BNRX1DN6GXM6
36,Bridge Constructor Portal,PC,9.99,false,false,Everyone 10+,ESRB,2018-10-18,https://www.microsoft.com/en-us/store/p/bridge-constructor-portal/9PDXF172R7VJ
37,Broforce,PC,14.99,false,true,Mature 17+,ESRB,2019-06-09,https://www.microsoft.com/en-us/store/p/broforce/9P03ZQMBMV65
38,Carrion,Xbox One,19.99,false,false,Mature 17+,ESRB,2020-07-23,https://www.microsoft.com/en-us/store/p/carrion/9NPKKNBJ258V
39,Carrion,PC,19.99,false,false,Mature 17+,ESRB,2020-07-23,https://www.microsoft.com/en-us/store/p/carrion/9MSMJH3C6TKR
40,Children of Morta,Both,21.99,false,false,Teen,ESRB,2019-10-15,https://www.microsoft.com/en-us/store/p/children-of-morta/9P675WH90SB4
41,Cities: Skylines - Windows 10 Edition,PC,39.99,false,false,Everyone,ESRB,2017-05-19,https://www.microsoft.com/en-us/store/p/cities-skylines---windows-10-edition/9NWVC7XP3PFD
42,Cities: Skylines - Xbox One Edition,Xbox One,39.99,false,false,Everyone,ESRB,2017-04-21,https://www.microsoft.com/en-us/store/p/cities-skylines---xbox-one-edition/C4GH8N6ZXG5L
43,ClusterTruck,Xbox One,14.99,false,false,Everyone,ESRB,2016-10-28,https://www.microsoft.com/en-us/store/p/clustertruck/BX4J85JZNGXQ
44,Clustertruck,PC,14.99,false,false,Everyone,ESRB,2019-06-09,https://www.microsoft.com/en-us/store/p/clustertruck/9N8WVMD7J5GQ
45,Costume Quest 2,Xbox One,14.99,false,false,Everyone 10+,ESRB,2014-10-29,https://www.microsoft.com/en-us/store/p/costume-quest-2/BZ92FB6PWXFJ
46,Crackdown 3,Both,29.99,true,true,Mature 17+,ESRB,2019-02-15,https://www.xbox.com/en-us/games/crackdown-3
47,Creature in the Well,Both,14.99,false,false,Everyone,ESRB,2019-09-06,https://www.microsoft.com/en-us/store/p/creature-in-the-well/9P3SWZZJ1M4B
48,CrossCode,Xbox One,19.99,false,false,Teen,ESRB,2020-07-11,https://www.microsoft.com/en-us/store/p/crosscode/9N04RQQ64524
49,CrossCode,PC,19.99,false,false,Teen,ESRB,2019-06-09,https://www.microsoft.com/en-us/store/p/crosscode/9NFDPQ0KZ6RN
50,Crossing Souls,PC,14.99,false,false,Teen,ESRB,2020-08-20,https://www.microsoft.com/en-us/store/p/crossing-souls/9PD1Z95CNTW4
51,Crusader Kings III,PC,19.99,false,true,Mature 17+,ESRB,2020-09-01,https://www.microsoft.com/en-us/store/p/crusader-kings-iii/9N7GG222GTTH
52,Darksiders Genesis,PC,39.99,false,false,Teen,ESRB,2020-08-06,https://www.microsoft.com/en-us/store/p/darksiders-genesis/9NJ5X04M30HN
53,Darksiders Genesis,Xbox One,39.99,false,false,Teen,ESRB,2020-02-14,https://www.microsoft.com/en-us/store/p/darksiders-genesis/BRZ9553VPPBD
54,Darksiders III,Xbox One,59.99,false,false,Mature 17+,ESRB,2018-11-27,https://www.xbox.com/en-us/games/darksiders-III
55,Darksiders III,PC,59.99,false,false,Mature 17+,ESRB,2019-11-21,https://www.microsoft.com/en-us/store/p/darksiders-iii/9PLPXGK1GDQ1
56,DayZ,Xbox One,49.99,false,true,Mature 17+,ESRB,2019-03-27,https://www.microsoft.com/en-us/store/p/dayz/BSR9NLHVF1KL
57,de Blob,Xbox One,19.99,false,true,Everyone,ESRB,2017-11-14,https://www.microsoft.com/en-us/store/p/de-blob/C092FLK91X41
58,Dead by Daylight Windows,PC,19.99,false,true,Mature 17+,ESRB,2019-10-31,https://www.microsoft.com/en-us/store/p/dead-by-daylight-windows/9NMS4SFNBGBH
59,Dead by Daylight: Special Edition,Xbox One,29.99,false,true,Mature 17+,ESRB,2017-06-20,https://www.microsoft.com/en-us/store/p/dead-by-daylight-special-edition/C0N22P73QZ60
60,Dead Cells,Xbox One,24.99,false,false,Teen,ESRB,2018-08-07,https://www.microsoft.com/en-us/store/p/dead-cells/BQSCNS1T8PHQ
61,Dead Cells,PC,24.99,false,false,Mature 17+,ESRB,2019-09-05,https://www.microsoft.com/en-us/store/p/dead-cells/9NKVX66J0ZSK
62,Dead Island Definitive Edition,Xbox One,19.99,false,true,Mature 17+,ESRB,2016-05-31,https://www.microsoft.com/en-us/store/p/dead-island-definitive-edition/BS7F51G3DP8R
63,Death Squared,Xbox One,14.99,false,true,Everyone,ESRB,2017-03-14,https://www.microsoft.com/en-us/store/p/death-squared/BS32QFXVPWBC
64,Death's Gambit,PC,19.99,false,false,Teen,ESRB,2020-02-13,https://www.microsoft.com/en-us/store/p/deaths-gambit/9MV537XVLVXR
65,Deliver Us The Moon,Xbox One,24.99,false,false,Teen,ESRB,2020-04-24,https://www.microsoft.com/en-us/store/p/deliver-us-the-moon/9NVVSHQ771WG
66,Deliver Us The Moon.,PC,24.99,false,false,Teen,ESRB,2020-04-24,https://www.microsoft.com/en-us/store/p/deliver-us-the-moon/9PF6BS5DGNLX
67,DEMON'S TILT,Both,19.99,false,false,Everyone 10+,ESRB,2019-12-06,https://www.microsoft.com/en-us/store/p/demons-tilt/9N5344N0TFR7
68,Descenders,Both,24.99,false,true,Everyone,ESRB,2019-05-07,https://www.microsoft.com/en-us/store/p/descenders/C37XBX7DCBZ0
69,DiRT 4,Xbox One,24.99,false,true,Everyone,ESRB,2017-06-06,https://www.microsoft.com/en-us/store/p/dirt-4/C2MBDNDS3H5W
70,DiRT Rally 2.0,Xbox One,39.99,false,true,Everyone,ESRB,2019-02-26,https://www.microsoft.com/en-us/store/p/dirt-rally-20/BRPGP6H8P26F
71,DiRT Rally 2.0 (Windows),PC,39.99,false,false,Everyone,ESRB,2019-09-26,https://www.microsoft.com/en-us/store/p/dirt-rally-20-windows/9MT31ZWMPJCK
72,Dishonored 2,Xbox One,39.99,false,false,Mature 17+,ESRB,2016-11-11,https://www.microsoft.com/en-us/store/p/dishonored-2/BSZM480TSWGP
73,Dishonored 2,PC,39.99,false,false,Mature 17+,ESRB,2019-10-03,https://www.microsoft.com/en-us/store/p/dishonored-2/9MW4RJDRSF78
74,Disneyland Adventures,Both,19.99,true,false,Everyone 10+,ESRB,2017-10-31,https://www.microsoft.com/en-us/store/p/disneyland-adventures/9N6Z8DQXSQWH
75,Don't Starve: Giant Edition,Both,14.99,false,false,Teen,ESRB,2015-08-26,https://www.microsoft.com/en-us/store/p/dont-starve-giant-edition/C0XBNVR137DZ
76,Double Dragon Neon,Xbox One,9.99,true,false,Teen,ESRB,2012-09-12,https://www.microsoft.com/en-us/store/p/double-dragon-neon/C2592KJZ0Q1X
77,Double Kick Heroes,Both,21.99,false,false,Mature 17+,ESRB,2020-08-28,https://www.microsoft.com/en-us/store/p/double-kick-heroes/9NJPT63K27W8
78,Downwell,PC,2.99,false,false,Everyone,ESRB,2019-08-01,https://www.microsoft.com/en-us/store/p/downwell/9P641Z19NT2S
79,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,Both,39.99,false,false,Teen,ESRB,2020-12-04,https://www.microsoft.com/en-us/store/p/dragon-quest-xi-s-echoes-of-an-elusive-age---definitive-edition/9PBDC0XZ8TXK
80,Dungeon of the Endless,Xbox One,11.99,false,true,Teen,ESRB,2016-03-16,https://www.microsoft.com/en-us/store/p/dungeon-of-the-endless/BT56B4R21179
81,Dungeon of the Endless™,PC,11.99,false,true,Teen,ESRB,2020-06-11,https://www.microsoft.com/en-us/store/p/dungeon-of-the-endless/9N46K0X6TBZK
82,eFootball PES 2020 STANDARD EDITION,Xbox One,29.99,false,true,Everyone,ESRB,2019-09-10,https://www.microsoft.com/en-us/store/p/efootball-pes-2020-standard-edition/BP4KK0NCLCHQ
83,Endless Legend,PC,29.99,false,true,Teen,ESRB,2020-05-12,https://www.microsoft.com/en-us/store/p/endless-legend/9NP09BFQNHCJ
84,Endless Space 2: Deluxe Edition,PC,39.99,false,true,Everyone,ESRB,2020-07-09,https://www.microsoft.com/en-us/store/p/endless-space-2-deluxe-edition/9NV3Q7WVN2RB
85,Enter The Gungeon,Both,14.99,false,false,Everyone 10+,ESRB,2017-04-05,https://www.microsoft.com/en-us/store/p/enter-the-gungeon/9NB65S6LFZRT
86,Europa Universalis IV - Microsoft Store Edition,PC,44.99,false,true,Everyone 10+,ESRB,2019-12-04,https://www.microsoft.com/en-us/store/p/europa-universalis-iv---microsoft-store-edition/9PHQJWGLTZM8
87,F1® 2019,Xbox One,59.99,false,true,Everyone,ESRB,2019-08-20,https://www.microsoft.com/en-us/store/p/f1-2019/BP4H9HD3FSWB
88,F1® 2019 PC,PC,59.99,false,true,Everyone,ESRB,2020-07-30,https://www.microsoft.com/en-us/store/p/f1-2019-pc/9NL9VGSH00LL
89,Fable Anniversary,Xbox One,39.99,true,false,Mature 17+,ESRB,2014-01-29,https://www.microsoft.com/en-us/store/p/fable-anniversary/C2Q32JM0BPZL
90,Fable II,Xbox One,19.99,true,true,Mature 17+,ESRB,2010-04-06,https://www.microsoft.com/en-us/store/p/fable-ii/C2WKJJ9F5936
91,Fable III,Xbox One,19.99,true,true,Mature 17+,ESRB,2010-10-25,https://www.microsoft.com/en-us/store/p/fable-iii/BR46KM4D5B9L
92,Faeria,PC,24.99,false,true,Everyone,ESRB,2019-12-05,https://www.microsoft.com/en-us/store/p/faeria/9N1XLJGDC163
93,Fallout 76,Xbox One,39.99,false,true,Mature 17+,ESRB,2018-11-14,https://www.microsoft.com/en-us/store/p/fallout-76/BS6WJ2L56B10
94,Fallout 76 (PC),PC,39.99,false,false,Mature 17+,ESRB,2020-07-09,https://www.microsoft.com/en-us/store/p/fallout-76-pc/9NKGNMNK3K3Z
95,Fallout: New Vegas,Xbox One,4.49,true,false,Mature 17+,ESRB,2010-10-19,https://www.microsoft.com/en-us/store/p/fallout-new-vegas/BX3JNK07Z6QK
96,Farming Simulator 17,Xbox One,19.99,false,true,Everyone,ESRB,2016-10-25,https://www.microsoft.com/en-us/store/p/farming-simulator-17/C45KV8Q992HV
97,Farming Simulator 17 - Windows 10,PC,14.99,false,false,Everyone,ESRB,2019-12-04,https://www.microsoft.com/en-us/store/p/farming-simulator-17---windows-10/9N2NCBXW44HV
98,Felix The Reaper,Xbox One,24.99,false,false,Teen,ESRB,2019-10-17,https://www.microsoft.com/en-us/store/p/felix-the-reaper/BTP7VK91B2Z3
99,Felix The Reaper PC,PC,24.99,false,false,Teen,ESRB,2019-10-17,https://www.microsoft.com/en-us/store/p/felix-the-reaper-pc/9MVNB889L3HN
100,FINAL FANTASY IX,Both,20.99,false,false,Teen,ESRB,2019-02-13,https://www.microsoft.com/en-us/store/p/final-fantasy-ix/9NPGTNQFC8B5
101,FINAL FANTASY VII,Xbox One,15.99,false,false,Teen,ESRB,2019-03-26,https://www.microsoft.com/en-us/store/p/final-fantasy-vii/BWKXQC5BL5R1
102,FINAL FANTASY VII WINDOWS EDITION,PC,15.99,false,false,Teen,ESRB,2020-08-13,https://www.microsoft.com/en-us/store/p/final-fantasy-vii-windows-edition/9PN0W216SKZB
103,FINAL FANTASY XV ROYAL EDITION,Xbox One,34.99,false,true,Teen,ESRB,2018-03-06,https://www.xbox.com/en-us/games/final-fantasy-xv
104,FINAL FANTASY XV WINDOWS EDITION,PC,34.99,false,false,Teen,ESRB,2018-03-06,https://www.microsoft.com/en-us/store/p/final-fantasy-xv-windows-edition/9NR0N2LZ6TC5
105,Fishing Sim World®: Pro Tour,Xbox One,19.99,false,true,Everyone,ESRB,2018-09-18,https://www.microsoft.com/en-us/store/p/fishing-sim-world-pro-tour/BPR4TX9NRWRW
106,Fishing Sim World®: Pro Tour,PC,23.99,false,true,Everyone,ESRB,2020-01-30,https://www.microsoft.com/en-us/store/p/fishing-sim-world-pro-tour/9NM7LC8MJXKS
107,Football Manager 2020,PC,49.99,false,true,Everyone,ESRB,2020-04-09,https://www.microsoft.com/en-us/store/p/football-manager-2020/9N0K062BZJVK
108,For The King,Xbox One,24.99,false,false,Teen,ESRB,2019-05-10,https://www.microsoft.com/en-us/store/p/for-the-king/BP2BW45WZ45Z
109,For The King,PC,24.99,false,false,Teen,ESRB,2019-08-06,https://www.microsoft.com/en-us/store/p/for-the-king/9NS1CD1V4BKW
110,Forager,Xbox One,19.99,false,false,Everyone 10+,ESRB,2020-07-16,https://www.microsoft.com/en-us/store/p/forager/9MV2S7Q5PHSW
111,Forager,PC,19.99,false,false,Everyone 10+,ESRB,2020-07-16,https://www.microsoft.com/en-us/store/p/forager/9P5SFDNW6V13
112,Forza Horizon 4 Standard Edition,Both,59.99,true,true,Everyone,ESRB,2018-10-02,https://www.xbox.com/en-us/games/forza-horizon-4
113,Fractured Minds,Xbox One,1.99,false,false,Everyone,ESRB,2019-11-14,https://www.microsoft.com/en-us/store/p/fractured-minds/BXX0NHDR1FNZ
114,Frostpunk,PC,29.99,false,false,Mature 17+,ESRB,2018-04-24,https://www.microsoft.com/en-us/store/p/frostpunk/9NS0KH25D76X
115,Frostpunk: Console Edition,Xbox One,29.99,false,false,Mature 17+,ESRB,2019-10-11,https://www.microsoft.com/en-us/store/p/frostpunk-console-edition/9NP539LHJD8S
116,FTL: Faster Than Light,PC,9.99,false,false,Everyone 10+,ESRB,2020-01-09,https://www.microsoft.com/en-us/store/p/ftl-faster-than-light/9NWNTZQW4G8G
117,Fuzion Frenzy®,Xbox One,9.99,true,true,Everyone,ESRB,2001-09-23,https://www.microsoft.com/en-us/store/p/fuzion-frenzy/C2P985H1H42H
118,Gato Roboto,Xbox One,7.99,false,false,Everyone,ESRB,2020-04-21,https://www.microsoft.com/en-us/store/p/gato-roboto/9PF6XX9BSHF0
119,Gato Roboto,PC,7.99,false,false,Everyone,ESRB,2020-04-21,https://www.microsoft.com/en-us/store/p/gato-roboto/9PBJQ90CT236
120,Gears 5,Both,39.99,true,true,Mature 17+,ESRB,2019-09-10,https://www.xbox.com/en-us/games/gears-5
121,Gears 5 Ultimate Edition,Both,59.99,true,true,Mature 17+,ESRB,2019-09-10,https://www.microsoft.com/en-us/store/p/gears-5-ultimate-edition/9P9CKRGR40KK
122,Gears of War,Xbox One,11.99,true,false,Mature 17+,ESRB,2009-12-29,https://www.microsoft.com/en-us/store/p/gears-of-war/BPN08ZDRPSFK
123,Gears of War 2,Xbox One,11.99,true,false,Mature 17+,ESRB,2010-10-12,https://www.microsoft.com/en-us/store/p/gears-of-war-2/C1SDBNRFXT1D
124,Gears of War 3,Xbox One,11.99,true,false,Mature 17+,ESRB,2012-03-27,https://www.microsoft.com/en-us/store/p/gears-of-war-3/BPKDQSSFQ9WV
125,Gears of War 4,Both,19.99,true,true,Mature 17+,ESRB,2016-10-11,https://www.xbox.com/en-us/games/gears-of-war-4
126,Gears of War: Judgment,Xbox One,11.99,true,false,Mature 17+,ESRB,2013-06-18,https://www.microsoft.com/en-us/store/p/gears-of-war-judgment/BSHMMGRP84N4
127,Gears of War: Ultimate Edition,Xbox One,11.99,true,true,Mature 17+,ESRB,2015-08-25,https://www.microsoft.com/en-us/store/p/gears-of-war-ultimate-edition/BQT21VXFS52F
128,Gears of War: Ultimate Edition for Windows 10,PC,19.99,true,true,Mature 17+,ESRB,2016-02-01,https://www.microsoft.com/en-us/store/p/gears-of-war-ultimate-edition-for-windows-10/9NBLGGH3SHM5
